,match_id,player,row,crosscourt,down_middle,down_the_line,inside_out,inside_in,tourney_date,sm,tourney_name,sm2
19665,20220414-M-Monte_Carlo_Masters-R16-Casper_Ruud-Grigor_Dimitrov,Grigor Dimitrov,Total,36,101,8,28,2,20220414,M,Monte_Carlo_Masters,R16
19669,20220413-M-Monte_Carlo_Masters-R32-Cameron_Norrie-Albert_Ramos,Cameron Norrie,Total,68,123,9,139,37,20220413,M,Monte_Carlo_Masters,R32
19673,20220413-M-Monte_Carlo_Masters-R32-Cameron_Norrie-Albert_Ramos,Albert Ramos,Total,64,123,6,155,40,20220413,M,Monte_Carlo_Masters,R32
19677,20050629-M-Wimbledon-QF-Roger_Federer-Fernando_Gonzalez,Roger Federer,Total,44,38,22,20,4,20050629,M,Wimbledon,QF
19681,20050629-M-Wimbledon-QF-Roger_Federer-Fernando_Gonzalez,Fernando Gonzalez,Total,50,27,20,40,4,20050629,M,Wimbledon,QF
19685,20140603-M-Roland_Garros-R16-Ernests_Gulbis-Roger_Federer,Ernests Gulbis,Total,213,94,51,34,1,20140603,M,Roland_Garros,R16
19689,20140603-M-Roland_Garros-R16-Ernests_Gulbis-Roger_Federer,Roger Federer,Total,181,96,49,65,13,20140603,M,Roland_Garros,R16
19693,20220415-M-Barletta_CH-QF-Nuno_Borges-Luciano_Darderi,Nuno Borges,Total,96,103,15,46,2,20220415,M,Barletta_CH,QF
19697,20220415-M-Barletta_CH-QF-Nuno_Borges-Luciano_Darderi,Luciano Darderi,Total,68,134,15,27,2,20220415,M,Barletta_CH,QF
19701,20220313-M-Indian_Wells_Masters-R64-Sam_Querrey-John_Isner,Sam Querrey,Total,29,34,7,10,0,20220313,M,Indian_Wells_Masters,R64
19705,20220313-M-Indian_Wells_Masters-R64-Sam_Querrey-John_Isner,John Isner,Total,12,38,4,16,0,20220313,M,Indian_Wells_Masters,R64
19709,20220316-M-Indian_Wells_Masters-R32-Grigor_Dimitrov-Alexander_Bublik,Grigor Dimitrov,Total,22,51,4,17,1,20220316,M,Indian_Wells_Masters,R32
19713,20220316-M-Indian_Wells_Masters-R32-Grigor_Dimitrov-Alexander_Bublik,Alexander Bublik,Total,21,44,2,5,0,20220316,M,Indian_Wells_Masters,R32
19717,20220416-M-Barletta_CH-SF-Zdenek_Kolar-Nuno_Borges,Zdenek Kolar,Total,70,137,10,50,0,20220416,M,Barletta_CH,SF
19721,20220416-M-Barletta_CH-SF-Zdenek_Kolar-Nuno_Borges,Nuno Borges,Total,65,146,8,23,1,20220416,M,Barletta_CH,SF
19725,20220412-M-Monte_Carlo_Masters-R32-Novak_Djokovic-Alejandro_Davidovich_Fokina,Novak Djokovic,Total,169,76,51,58,10,20220412,M,Monte_Carlo_Masters,R32
19729,20220412-M-Monte_Carlo_Masters-R32-Novak_Djokovic-Alejandro_Davidovich_Fokina,Alejandro Davidovich Fokina,Total,170,94,54,33,5,20220412,M,Monte_Carlo_Masters,R32
19733,20220417-M-Barletta_CH-F-Nuno_Borges-Miljan_Zekic,Nuno Borges,Total,57,131,12,41,2,20220417,M,Barletta_CH,F
19737,20220417-M-Barletta_CH-F-Nuno_Borges-Miljan_Zekic,Miljan Zekic,Total,58,127,15,42,2,20220417,M,Barletta_CH,F
19741,20220417-M-Monte_Carlo_Masters-F-Stefanos_Tsitsipas-Alejandro_Davidovich_Fokina,Stefanos Tsitsipas,Total,77,30,17,48,6,20220417,M,Monte_Carlo_Masters,F
19745,20220417-M-Monte_Carlo_Masters-F-Stefanos_Tsitsipas-Alejandro_Davidovich_Fokina,Alejandro Davidovich Fokina,Total,97,24,31,38,10,20220417,M,Monte_Carlo_Masters,F
19749,20220418-M-Barcelona-R64-Bernabe_Zapata_Miralles-Tommy_Robredo,Bernabe Zapata Miralles,Total,71,44,14,37,5,20220418,M,Barcelona,R64
19753,20220418-M-Barcelona-R64-Bernabe_Zapata_Miralles-Tommy_Robredo,Tommy Robredo,Total,57,53,15,34,6,20220418,M,Barcelona,R64
19757,20220419-M-Barcelona-R64-Emil_Ruusuvuori-Feliciano_Lopez,Emil Ruusuvuori,Total,58,20,6,11,0,20220419,M,Barcelona,R64
19761,20220419-M-Barcelona-R64-Emil_Ruusuvuori-Feliciano_Lopez,Feliciano Lopez,Total,31,35,13,14,1,20220419,M,Barcelona,R64
19765,20220416-M-Monte_Carlo_Masters-SF-Grigor_Dimitrov-Alejandro_Davidovich_Fokina,Grigor Dimitrov,Total,152,78,33,76,13,20220416,M,Monte_Carlo_Masters,SF
19769,20220416-M-Monte_Carlo_Masters-SF-Grigor_Dimitrov-Alejandro_Davidovich_Fokina,Alejandro Davidovich Fokina,Total,200,81,43,43,5,20220416,M,Monte_Carlo_Masters,SF
19773,20220324-M-Miami_Masters-R128-Botic_Van_De_Zandschulp-Mikhail_Kukushkin,Botic Van De Zandschulp,Total,99,62,24,25,2,20220324,M,Miami_Masters,R128
19777,20220324-M-Miami_Masters-R128-Botic_Van_De_Zandschulp-Mikhail_Kukushkin,Mikhail Kukushkin,Total,101,39,25,51,1,20220324,M,Miami_Masters,R128
19781,20010904-M-US_Open-R16-Andre_Agassi-Roger_Federer,Andre Agassi,Total,93,24,17,18,3,20010904,M,US_Open,R16
19785,20010904-M-US_Open-R16-Andre_Agassi-Roger_Federer,Roger Federer,Total,52,53,15,16,5,20010904,M,US_Open,R16
19789,20211021-M-Vienna-R32-Alexei_Popyrin-Matteo_Berrettini,Alexei Popyrin,Total,26,66,3,29,0,20211021,M,Vienna,R32
19793,20211021-M-Vienna-R32-Alexei_Popyrin-Matteo_Berrettini,Matteo Berrettini,Total,38,56,7,25,2,20211021,M,Vienna,R32
19797,20111025-M-Vienna-R32-Thomas_Muster-Dominic_Thiem,Thomas Muster,Total,53,25,17,18,11,20111025,M,Vienna,R32
19801,20111025-M-Vienna-R32-Thomas_Muster-Dominic_Thiem,Dominic Thiem,Total,49,31,19,23,6,20111025,M,Vienna,R32
19805,20100603-M-Roland_Garros-QF-Roger_Federer-Robin_Soderling,Roger Federer,Total,107,56,28,23,7,20100603,M,Roland_Garros,QF
19809,20100603-M-Roland_Garros-QF-Roger_Federer-Robin_Soderling,Robin Soderling,Total,104,39,36,49,8,20100603,M,Roland_Garros,QF
19813,20220424-M-Barcelona-F-Pablo_Carreno_Busta-Carlos_Alcaraz,Pablo Carreno Busta,Total,63,24,13,25,1,20220424,M,Barcelona,F
19817,20220424-M-Barcelona-F-Pablo_Carreno_Busta-Carlos_Alcaraz,Carlos Alcaraz,Total,47,26,17,14,12,20220424,M,Barcelona,F
19821,20220428-M-Munich-R16-Egor_Gerasimov-Botic_Van_De_Zandschulp,Egor Gerasimov,Total,69,36,20,17,6,20220428,M,Munich,R16
19825,20220428-M-Munich-R16-Egor_Gerasimov-Botic_Van_De_Zandschulp,Botic Van De Zandschulp,Total,71,37,10,21,4,20220428,M,Munich,R16
19829,20220429-M-Munich-QF-Casper_Ruud-Botic_Van_De_Zandschulp,Casper Ruud,Total,70,41,16,42,12,20220429,M,Munich,QF
19833,20220429-M-Munich-QF-Casper_Ruud-Botic_Van_De_Zandschulp,Botic Van De Zandschulp,Total,71,42,8,40,8,20220429,M,Munich,QF
19837,20220423-M-Belgrade-SF-Fabio_Fognini-Andrey_Rublev,Fabio Fognini,Total,40,54,9,24,0,20220423,M,Belgrade,SF
19840,20220423-M-Belgrade-SF-Fabio_Fognini-Andrey_Rublev,Andrey Rublev,Total,31,63,13,18,2,20220423,M,Belgrade,SF
19844,20211021-M-Antwerp-R32-Reilly_Opelka-Jenson_Brooksby,Reilly Opelka,Total,17,55,9,20,0,20211021,M,Antwerp,R32
19848,20211021-M-Antwerp-R32-Reilly_Opelka-Jenson_Brooksby,Jenson Brooksby,Total,32,46,9,19,0,20211021,M,Antwerp,R32
19852,20220424-M-Barcelona-SF-Alex_De_Minaur-Carlos_Alcaraz,Alex De Minaur,Total,180,111,52,89,10,20220424,M,Barcelona,SF
19856,20220424-M-Barcelona-SF-Alex_De_Minaur-Carlos_Alcaraz,Carlos Alcaraz,Total,217,92,40,62,19,20220424,M,Barcelona,SF
19860,20220430-M-Munich-SF-Miomir_Kecmanovic-Botic_Van_De_Zandschulp,Miomir Kecmanovic,Total,276,112,61,72,20,20220430,M,Munich,SF
19864,20220430-M-Munich-SF-Miomir_Kecmanovic-Botic_Van_De_Zandschulp,Botic Van De Zandschulp,Total,252,138,44,80,19,20220430,M,Munich,SF
19868,20220501-M-Munich-F-Botic_Van_De_Zandschulp-Holger_Rune,Botic Van De Zandschulp,Total,56,22,5,24,4,20220501,M,Munich,F
19872,20220501-M-Munich-F-Botic_Van_De_Zandschulp-Holger_Rune,Holger Rune,Total,37,30,12,22,3,20220501,M,Munich,F
19876,20210312-M-Doha-SF-Roberto_Bautista_Agut-Andrey_Rublev,Roberto Bautista Agut,Total,43,108,10,41,1,20210312,M,Doha,SF
19880,20210312-M-Doha-SF-Roberto_Bautista_Agut-Andrey_Rublev,Andrey Rublev,Total,47,113,11,39,0,20210312,M,Doha,SF
19884,20220316-M-Indian_Wells_Masters-R16-Grigor_Dimitrov-John_Isner,Grigor Dimitrov,Total,21,66,5,18,1,20220316,M,Indian_Wells_Masters,R16
19888,20220316-M-Indian_Wells_Masters-R16-Grigor_Dimitrov-John_Isner,John Isner,Total,17,52,3,31,0,20220316,M,Indian_Wells_Masters,R16
19892,20220501-M-Madrid_Masters-R64-John_Isner-Filip_Krajinovic,John Isner,Total,12,34,4,26,0,20220501,M,Madrid_Masters,R64
19896,20220501-M-Madrid_Masters-R64-John_Isner-Filip_Krajinovic,Filip Krajinovic,Total,23,44,5,17,0,20220501,M,Madrid_Masters,R64
19900,20220502-M-Madrid_Masters-R64-Andy_Murray-Dominic_Thiem,Andy Murray,Total,34,61,6,19,0,20220502,M,Madrid_Masters,R64
19904,20220502-M-Madrid_Masters-R64-Andy_Murray-Dominic_Thiem,Dominic Thiem,Total,53,48,7,29,0,20220502,M,Madrid_Masters,R64
19908,20010607-M-Roland_Garros-QF-Roger_Federer-Alex_Corretja,Roger Federer,Total,151,97,76,68,19,20010607,M,Roland_Garros,QF
19912,20010607-M-Roland_Garros-QF-Roger_Federer-Alex_Corretja,Alex Corretja,Total,194,72,66,87,9,20010607,M,Roland_Garros,QF
19916,20220506-M-Madrid_Masters-QF-Rafael_Nadal-Carlos_Alcaraz,Rafael Nadal,Total,46,42,45,41,2,20220506,M,Madrid_Masters,QF
19920,20220506-M-Madrid_Masters-QF-Rafael_Nadal-Carlos_Alcaraz,Carlos Alcaraz,Total,50,49,40,29,5,20220506,M,Madrid_Masters,QF
19924,20220505-M-Madrid_Masters-R16-Rafael_Nadal-David_Goffin,Rafael Nadal,Total,171,60,55,30,3,20220505,M,Madrid_Masters,R16
19928,20220505-M-Madrid_Masters-R16-Rafael_Nadal-David_Goffin,David Goffin,Total,136,66,53,57,17,20220505,M,Madrid_Masters,R16
19932,20220425-M-Munich-R32-Max_Hans_Rehberg-Miomir_Kecmanovic,Max Hans Rehberg,Total,119,41,19,23,11,20220425,M,Munich,R32
19936,20220425-M-Munich-R32-Max_Hans_Rehberg-Miomir_Kecmanovic,Miomir Kecmanovic,Total,116,39,30,15,8,20220425,M,Munich,R32
19940,20020624-M-Wimbledon-R128-Mario_Ancic-Roger_Federer,Mario Ancic,Total,26,14,2,3,0,20020624,M,Wimbledon,R128
19944,20020624-M-Wimbledon-R128-Mario_Ancic-Roger_Federer,Roger Federer,Total,18,16,12,8,0,20020624,M,Wimbledon,R128
19948,20220508-M-Madrid_Masters-F-Carlos_Alcaraz-Alexander_Zverev,Carlos Alcaraz,Total,18,40,4,12,0,20220508,M,Madrid_Masters,F
19952,20220508-M-Madrid_Masters-F-Carlos_Alcaraz-Alexander_Zverev,Alexander Zverev,Total,21,41,5,16,0,20220508,M,Madrid_Masters,F
19956,20220503-M-Madrid_Masters-R32-Novak_Djokovic-Gael_Monfils,Novak Djokovic,Total,45,127,7,30,1,20220503,M,Madrid_Masters,R32
19960,20220503-M-Madrid_Masters-R32-Novak_Djokovic-Gael_Monfils,Gael Monfils,Total,44,138,5,25,0,20220503,M,Madrid_Masters,R32
19964,20220403-M-Lugano_CH-F-Luca_Nardi-Leandro_Riedi,Luca Nardi,Total,76,46,17,15,1,20220403,M,Lugano_CH,F
19968,20220403-M-Lugano_CH-F-Luca_Nardi-Leandro_Riedi,Leandro Riedi,Total,83,47,23,25,0,20220403,M,Lugano_CH,F
