,match_id,player,row,pts,pts_won,returnable,returnable_won,in_play,in_play_won,winners,total_shots,tourney_date,sm,tourney_name,sm2
3577,20080727-M-Canada_Masters-F-Nicolas_Kiefer-Rafael_Nadal,Rafael Nadal,Total,51,23,30,18,29,18,0,181,20080727,M,Canada_Masters,F
3598,20080802-M-Cincinnati_Masters-SF-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,45,17,36,16,34,16,1,225,20080802,M,Cincinnati_Masters,SF
3619,20080802-M-Cincinnati_Masters-SF-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,57,15,41,15,41,15,0,232,20080802,M,Cincinnati_Masters,SF
3640,20080817-M-Olympics-F-Rafael_Nadal-Fernando_Gonzalez,Rafael Nadal,Total,107,43,80,42,76,42,0,411,20080817,M,Olympics,F
3661,20080817-M-Olympics-F-Rafael_Nadal-Fernando_Gonzalez,Fernando Gonzalez,Total,87,18,65,15,62,15,2,398,20080817,M,Olympics,F
3682,20080908-M-US_Open-F-Roger_Federer-Andy_Murray,Roger Federer,Total,81,41,67,38,64,38,2,389,20080908,M,US_Open,F
3702,20080908-M-US_Open-F-Roger_Federer-Andy_Murray,Andy Murray,Total,81,28,61,28,58,28,2,399,20080908,M,US_Open,F
3722,20090130-M-Australian_Open-SF-Fernando_Verdasco-Rafael_Nadal,Fernando Verdasco,Total,173,53,117,50,117,50,9,669,20090130,M,Australian_Open,SF
3743,20090130-M-Australian_Open-SF-Fernando_Verdasco-Rafael_Nadal,Rafael Nadal,Total,212,73,141,68,141,68,3,1002,20090130,M,Australian_Open,SF
3764,20090201-M-Australian_Open-F-Roger_Federer-Rafael_Nadal,Roger Federer,Total,175,71,141,67,138,67,4,944,20090201,M,Australian_Open,F
3785,20090201-M-Australian_Open-F-Roger_Federer-Rafael_Nadal,Rafael Nadal,Total,172,69,135,63,125,63,3,763,20090201,M,Australian_Open,F
3803,20090405-M-Miami_Masters-F-Novak_Djokovic-Andy_Murray,Novak Djokovic,Total,61,21,48,21,46,21,2,296,20090405,M,Miami_Masters,F
3824,20090405-M-Miami_Masters-F-Novak_Djokovic-Andy_Murray,Andy Murray,Total,73,37,54,32,54,32,0,345,20090405,M,Miami_Masters,F
3845,20090503-M-Rome_Masters-SF-Novak_Djokovic-Roger_Federer,Novak Djokovic,Total,81,35,59,32,54,32,1,343,20090503,M,Rome_Masters,SF
3866,20090503-M-Rome_Masters-SF-Novak_Djokovic-Roger_Federer,Roger Federer,Total,100,40,84,34,82,34,2,477,20090503,M,Rome_Masters,SF
3887,20090607-M-Roland_Garros-F-Robin_Soderling-Roger_Federer,Robin Soderling,Total,79,17,49,15,45,15,0,278,20090607,M,Roland_Garros,F
3908,20090607-M-Roland_Garros-F-Robin_Soderling-Roger_Federer,Roger Federer,Total,91,36,73,33,67,33,1,390,20090607,M,Roland_Garros,F
3929,20090705-M-Wimbledon-F-Andy_Roddick-Roger_Federer,Andy Roddick,Total,197,42,109,38,104,38,1,593,20090705,M,Wimbledon,F
3947,20090705-M-Wimbledon-F-Andy_Roddick-Roger_Federer,Roger Federer,Total,239,68,137,64,137,64,0,809,20090705,M,Wimbledon,F
3965,20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,Marat Safin,Total,81,19,46,18,45,18,0,233,20091110,M,Paris_Masters,R32
3986,20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,Juan Martin Del Potro,Total,102,35,63,34,62,34,1,360,20091110,M,Paris_Masters,R32
4007,20091123-M-Tour_Finals-RR-Robin_Soderling-Rafael_Nadal,Robin Soderling,Total,58,24,47,23,45,23,0,351,20091123,M,Tour_Finals,RR
4028,20091123-M-Tour_Finals-RR-Robin_Soderling-Rafael_Nadal,Rafael Nadal,Total,69,25,48,23,48,23,1,280,20091123,M,Tour_Finals,RR
4049,20091127-M-Tour_Finals-SF-Robin_Soderling-Juan_Martin_Del_Potro,Robin Soderling,Total,98,26,59,25,58,25,3,311,20091127,M,Tour_Finals,SF
4070,20091127-M-Tour_Finals-SF-Robin_Soderling-Juan_Martin_Del_Potro,Juan Martin Del Potro,Total,103,33,61,29,61,29,2,370,20091127,M,Tour_Finals,SF
4091,20100126-M-Australian_Open-QF-Andy_Murray-Rafael_Nadal,Andy Murray,Total,72,32,57,31,57,31,1,427,20100126,M,Australian_Open,QF
4112,20100126-M-Australian_Open-QF-Andy_Murray-Rafael_Nadal,Rafael Nadal,Total,97,35,65,34,64,34,1,451,20100126,M,Australian_Open,QF
4133,20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,Roger Federer,Total,104,40,79,35,75,35,1,557,20100131,M,Australian_Open,F
4151,20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,Andy Murray,Total,112,36,88,34,86,34,1,616,20100131,M,Australian_Open,F
4169,20100415-M-Monte_Carlo_Masters-R16-Rafael_Nadal-Michael_Berrer,Rafael Nadal,Total,32,22,29,21,28,21,0,185,20100415,M,Monte_Carlo_Masters,R16
4189,20100415-M-Monte_Carlo_Masters-R16-Rafael_Nadal-Michael_Berrer,Michael Berrer,Total,38,9,31,8,30,8,1,176,20100415,M,Monte_Carlo_Masters,R16
4210,20100418-M-Monte_Carlo_Masters-F-Fernando_Verdasco-Rafael_Nadal,Fernando Verdasco,Total,45,16,42,15,38,15,1,292,20100418,M,Monte_Carlo_Masters,F
4230,20100418-M-Monte_Carlo_Masters-F-Fernando_Verdasco-Rafael_Nadal,Rafael Nadal,Total,53,34,46,31,45,31,0,282,20100418,M,Monte_Carlo_Masters,F
4250,20100512-M-Madrid_Masters-R16-John_Isner-Rafael_Nadal,John Isner,Total,52,8,41,8,36,8,0,200,20100512,M,Madrid_Masters,R16
4271,20100512-M-Madrid_Masters-R16-John_Isner-Rafael_Nadal,Rafael Nadal,Total,66,22,41,22,41,22,0,178,20100512,M,Madrid_Masters,R16
4292,20100606-M-Roland_Garros-F-Robin_Soderling-Rafael_Nadal,Robin Soderling,Total,90,26,66,25,66,25,0,403,20100606,M,Roland_Garros,F
4313,20100606-M-Roland_Garros-F-Robin_Soderling-Rafael_Nadal,Rafael Nadal,Total,91,36,68,32,67,32,0,405,20100606,M,Roland_Garros,F
4333,20100704-M-Wimbledon-F-Tomas_Berdych-Rafael_Nadal,Tomas Berdych,Total,90,24,57,21,56,21,0,347,20100704,M,Wimbledon,F
4353,20100704-M-Wimbledon-F-Tomas_Berdych-Rafael_Nadal,Rafael Nadal,Total,81,27,60,27,55,27,0,302,20100704,M,Wimbledon,F
4374,20100912-M-US_Open-F-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,112,36,78,34,78,34,0,648,20100912,M,US_Open,F
4395,20100912-M-US_Open-F-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,143,60,121,56,120,56,0,725,20100912,M,US_Open,F
4416,20101010-M-Shanghai_Masters-QF-Robin_Soderling-Roger_Federer,Robin Soderling,Total,39,11,18,9,18,9,0,108,20101010,M,Shanghai_Masters,QF
4437,20101010-M-Shanghai_Masters-QF-Robin_Soderling-Roger_Federer,Roger Federer,Total,45,28,33,25,33,25,0,190,20101010,M,Shanghai_Masters,QF
4458,20110102-M-Brisbane-R16-Robin_Soderling-Michael_Berrer,Robin Soderling,Total,67,22,43,21,43,21,0,240,20110102,M,Brisbane,R16
4478,20110102-M-Brisbane-R16-Robin_Soderling-Michael_Berrer,Michael Berrer,Total,74,21,45,20,45,20,1,266,20110102,M,Brisbane,R16
4499,20110118-M-Australian_Open-R128-David_Nalbandian-Lleyton_Hewitt,David Nalbandian,Total,176,68,135,63,129,63,2,884,20110118,M,Australian_Open,R128
4520,20110118-M-Australian_Open-R128-David_Nalbandian-Lleyton_Hewitt,Lleyton Hewitt,Total,210,85,173,79,167,79,4,1115,20110118,M,Australian_Open,R128
4541,20110130-M-Australian_Open-F-Novak_Djokovic-Andy_Murray,Novak Djokovic,Total,109,56,78,52,77,52,0,697,20110130,M,Australian_Open,F
4562,20110130-M-Australian_Open-F-Novak_Djokovic-Andy_Murray,Andy Murray,Total,75,25,60,25,60,25,1,436,20110130,M,Australian_Open,F
4583,20110221-M-Dubai-F-Roger_Federer-Novak_Djokovic,Roger Federer,Total,49,13,30,13,29,13,1,170,20110221,M,Dubai,F
4604,20110221-M-Dubai-F-Roger_Federer-Novak_Djokovic,Novak Djokovic,Total,58,27,40,26,39,26,0,242,20110221,M,Dubai,F
4625,20110310-M-Indian_Wells_Masters-QF-Richard_Gasquet-Novak_Djokovic,Richard Gasquet,Total,54,19,38,18,37,18,0,262,20110310,M,Indian_Wells_Masters,QF
4646,20110310-M-Indian_Wells_Masters-QF-Richard_Gasquet-Novak_Djokovic,Novak Djokovic,Total,72,37,63,35,63,35,2,449,20110310,M,Indian_Wells_Masters,QF
4667,20110316-M-Indian_Wells_Masters-QF-Roger_Federer-Stan_Wawrinka,Roger Federer,Total,50,17,39,16,38,16,0,202,20110316,M,Indian_Wells_Masters,QF
4688,20110316-M-Indian_Wells_Masters-QF-Roger_Federer-Stan_Wawrinka,Stan Wawrinka,Total,52,11,32,9,31,9,1,193,20110316,M,Indian_Wells_Masters,QF
4709,20110319-M-Indian_Wells_Masters-F-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,69,26,48,26,46,26,2,381,20110319,M,Indian_Wells_Masters,F
4730,20110319-M-Indian_Wells_Masters-F-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,88,30,66,26,64,26,0,530,20110319,M,Indian_Wells_Masters,F
4751,20110401-M-Miami_Masters-SF-Roger_Federer-Rafael_Nadal,Roger Federer,Total,43,9,35,9,33,9,1,194,20110401,M,Miami_Masters,SF
4772,20110401-M-Miami_Masters-SF-Roger_Federer-Rafael_Nadal,Rafael Nadal,Total,58,27,48,26,46,26,0,260,20110401,M,Miami_Masters,SF
4793,20110424-M-Barcelona-F-David_Ferrer-Rafael_Nadal,David Ferrer,Total,61,28,51,27,49,27,1,382,20110424,M,Barcelona,F
4814,20110424-M-Barcelona-F-David_Ferrer-Rafael_Nadal,Rafael Nadal,Total,70,39,62,38,61,38,0,410,20110424,M,Barcelona,F
4835,20110508-M-Rome_Masters-F-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,69,31,62,30,61,30,2,547,20110508,M,Rome_Masters,F
4855,20110508-M-Rome_Masters-F-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,61,23,55,22,55,22,0,455,20110508,M,Rome_Masters,F
4876,20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,Novak Djokovic,Total,141,46,88,44,80,44,1,579,20110603,M,Roland_Garros,SF
4897,20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,Roger Federer,Total,168,67,143,65,134,65,1,867,20110603,M,Roland_Garros,SF
4918,20110605-M-Roland_Garros-F-Roger_Federer-Rafael_Nadal,Roger Federer,Total,147,57,116,54,110,54,2,733,20110605,M,Roland_Garros,F
4939,20110605-M-Roland_Garros-F-Roger_Federer-Rafael_Nadal,Rafael Nadal,Total,126,53,99,52,96,52,2,564,20110605,M,Roland_Garros,F
4960,20110606-M-Queens_Club-SF-Andy_Murray-Andy_Roddick,Andy Murray,Total,46,22,36,21,35,21,4,199,20110606,M,Queens_Club,SF
4981,20110606-M-Queens_Club-SF-Andy_Murray-Andy_Roddick,Andy Roddick,Total,41,9,27,9,26,9,0,184,20110606,M,Queens_Club,SF
5002,20110703-M-Wimbledon-F-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,82,31,54,30,53,30,2,342,20110703,M,Wimbledon,F
5023,20110703-M-Wimbledon-F-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,95,31,66,30,65,30,1,453,20110703,M,Wimbledon,F
5044,20110717-M-Bastad-F-David_Ferrer-Robin_Soderling,David Ferrer,Total,41,12,25,9,25,9,1,146,20110717,M,Bastad,F
5065,20110717-M-Bastad-F-David_Ferrer-Robin_Soderling,Robin Soderling,Total,59,32,49,30,49,30,2,371,20110717,M,Bastad,F
5085,20111008-M-Tokyo-SF-David_Ferrer-Andy_Murray,David Ferrer,Total,48,13,37,13,36,13,0,279,20111008,M,Tokyo,SF
5106,20111008-M-Tokyo-SF-David_Ferrer-Andy_Murray,Andy Murray,Total,57,29,42,26,41,26,1,355,20111008,M,Tokyo,SF
5127,20111009-M-Shanghai_Masters-R32-David_Ferrer-Milos_Raonic,David Ferrer,Total,77,28,46,28,46,28,1,221,20111009,M,Shanghai_Masters,R32
5148,20111009-M-Shanghai_Masters-R32-David_Ferrer-Milos_Raonic,Milos Raonic,Total,76,24,49,23,44,23,1,287,20111009,M,Shanghai_Masters,R32
5169,20111021-M-Stockholm-QF-Grigor_Dimitrov-Milos_Raonic,Grigor Dimitrov,Total,54,10,26,9,26,9,0,127,20111021,M,Stockholm,QF
5190,20111021-M-Stockholm-QF-Grigor_Dimitrov-Milos_Raonic,Milos Raonic,Total,64,23,47,22,47,22,0,282,20111021,M,Stockholm,QF
5211,20111122-M-Tour_Finals-RR-Roger_Federer-Rafael_Nadal,Roger Federer,Total,41,22,33,22,33,22,2,273,20111122,M,Tour_Finals,RR
5232,20111122-M-Tour_Finals-RR-Roger_Federer-Rafael_Nadal,Rafael Nadal,Total,40,8,26,7,25,7,0,113,20111122,M,Tour_Finals,RR
5252,20111125-M-Tour_Finals-SF-David_Ferrer-Roger_Federer,David Ferrer,Total,59,14,39,14,38,14,2,203,20111125,M,Tour_Finals,SF
5273,20111125-M-Tour_Finals-SF-David_Ferrer-Roger_Federer,Roger Federer,Total,70,27,52,22,50,22,1,380,20111125,M,Tour_Finals,SF
5294,20120108-M-Chennai-F-Milos_Raonic-Janko_Tipsarevic,Milos Raonic,Total,136,43,100,41,90,41,6,545,20120108,M,Chennai,F
5315,20120108-M-Chennai-F-Milos_Raonic-Janko_Tipsarevic,Janko Tipsarevic,Total,113,25,56,24,54,24,1,305,20120108,M,Chennai,F
5336,20120122-M-Australian_Open-R16-Novak_Djokovic-Lleyton_Hewitt,Novak Djokovic,Total,124,58,95,52,92,52,2,676,20120122,M,Australian_Open,R16
5357,20120122-M-Australian_Open-R16-Novak_Djokovic-Lleyton_Hewitt,Lleyton Hewitt,Total,102,34,72,31,68,31,4,501,20120122,M,Australian_Open,R16
5378,20120125-M-Australian_Open-QF-Andy_Murray-Kei_Nishikori,Andy Murray,Total,94,50,82,48,78,48,5,548,20120125,M,Australian_Open,QF
5396,20120125-M-Australian_Open-QF-Andy_Murray-Kei_Nishikori,Kei Nishikori,Total,81,27,63,24,58,24,4,367,20120125,M,Australian_Open,QF
5414,20120127-M-Australian_Open-SF-Novak_Djokovic-Andy_Murray,Novak Djokovic,Total,172,85,123,75,121,75,7,905,20120127,M,Australian_Open,SF
5435,20120127-M-Australian_Open-SF-Novak_Djokovic-Andy_Murray,Andy Murray,Total,171,72,134,66,131,66,0,1223,20120127,M,Australian_Open,SF
5456,20120127-M-Australian_Open-SF-Roger_Federer-Rafael_Nadal,Roger Federer,Total,141,47,108,46,104,46,0,661,20120127,M,Australian_Open,SF
5477,20120127-M-Australian_Open-SF-Roger_Federer-Rafael_Nadal,Rafael Nadal,Total,135,51,100,46,97,46,3,603,20120127,M,Australian_Open,SF
5498,20120129-M-Australian_Open-F-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,202,82,146,78,142,78,5,1064,20120129,M,Australian_Open,F
5519,20120129-M-Australian_Open-F-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,163,55,127,53,124,53,0,918,20120129,M,Australian_Open,F
5540,20120210-M-Davis_Cup_World_Group_R1-RR-Julien_Benneteau-Milos_Raonic,Julien Benneteau,Total,83,20,40,18,40,18,0,237,20120210,M,Davis_Cup_World_Group_R1,RR
5561,20120210-M-Davis_Cup_World_Group_R1-RR-Julien_Benneteau-Milos_Raonic,Milos Raonic,Total,111,44,81,43,79,43,2,426,20120210,M,Davis_Cup_World_Group_R1,RR
5582,20120219-M-Rotterdam-F-Roger_Federer-Juan_Martin_Del_Potro,Roger Federer,Total,46,20,35,19,34,19,1,221,20120219,M,Rotterdam,F
5603,20120219-M-Rotterdam-F-Roger_Federer-Juan_Martin_Del_Potro,Juan Martin Del Potro,Total,69,24,56,21,56,21,1,382,20120219,M,Rotterdam,F
5624,20120225-M-Buenos_Aires-SF-David_Ferrer-David_Nalbandian,David Ferrer,Total,41,18,31,16,31,16,0,219,20120225,M,Buenos_Aires,SF
5644,20120225-M-Buenos_Aires-SF-David_Ferrer-David_Nalbandian,David Nalbandian,Total,38,6,23,5,22,5,0,151,20120225,M,Buenos_Aires,SF
5665,20120227-M-Dubai-SF-Andy_Murray-Novak_Djokovic,Andy Murray,Total,50,21,40,21,39,21,0,277,20120227,M,Dubai,SF
5686,20120227-M-Dubai-SF-Andy_Murray-Novak_Djokovic,Novak Djokovic,Total,56,18,33,15,33,15,1,189,20120227,M,Dubai,SF
5707,20120303-M-Dubai-F-Andy_Murray-Roger_Federer,Andy Murray,Total,64,19,54,17,50,17,1,248,20120303,M,Dubai,F
5724,20120303-M-Dubai-F-Andy_Murray-Roger_Federer,Roger Federer,Total,66,26,53,23,47,23,2,293,20120303,M,Dubai,F
5742,20120316-M-Indian_Wells_Masters-SF-Roger_Federer-Rafael_Nadal,Roger Federer,Total,56,26,45,24,45,24,0,324,20120316,M,Indian_Wells_Masters,SF
5759,20120316-M-Indian_Wells_Masters-SF-Roger_Federer-Rafael_Nadal,Rafael Nadal,Total,56,20,41,18,40,18,1,272,20120316,M,Indian_Wells_Masters,SF
5777,20120327-M-Miami_Masters-QF-David_Ferrer-Novak_Djokovic,David Ferrer,Total,66,24,51,23,48,23,0,469,20120327,M,Miami_Masters,QF
5798,20120327-M-Miami_Masters-QF-David_Ferrer-Novak_Djokovic,Novak Djokovic,Total,54,26,39,24,39,24,0,288,20120327,M,Miami_Masters,QF
5819,20120406-M-Davis_Cup_World_Group_QF-RR-Ivo_Karlovic-Juan_Martin_Del_Potro,Ivo Karlovic,Total,83,20,47,15,43,15,0,242,20120406,M,Davis_Cup_World_Group_QF,RR
5840,20120406-M-Davis_Cup_World_Group_QF-RR-Ivo_Karlovic-Juan_Martin_Del_Potro,Juan Martin Del Potro,Total,87,34,64,30,64,30,2,291,20120406,M,Davis_Cup_World_Group_QF,RR
5861,20120422-M-Monte_Carlo_Masters-F-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,38,10,26,9,25,9,2,185,20120422,M,Monte_Carlo_Masters,F
5882,20120422-M-Monte_Carlo_Masters-F-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,48,26,48,26,46,26,1,348,20120422,M,Monte_Carlo_Masters,F
5903,20120516-M-Rome_Masters-R32-Roger_Federer-Carlos_Berlocq,Roger Federer,Total,45,17,36,14,30,14,0,217,20120516,M,Rome_Masters,R32
5924,20120516-M-Rome_Masters-R32-Roger_Federer-Carlos_Berlocq,Carlos Berlocq,Total,54,14,47,14,42,14,1,208,20120516,M,Rome_Masters,R32
5945,20120519-M-Rome_Masters-F-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,69,25,59,25,58,25,2,468,20120519,M,Rome_Masters,F
5966,20120519-M-Rome_Masters-F-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,74,32,57,28,57,28,0,432,20120519,M,Rome_Masters,F
5987,20120519-M-Rome_Masters-SF-Roger_Federer-Novak_Djokovic,Roger Federer,Total,66,19,55,18,50,18,0,300,20120519,M,Rome_Masters,SF
6007,20120519-M-Rome_Masters-SF-Roger_Federer-Novak_Djokovic,Novak Djokovic,Total,65,24,51,24,48,24,1,303,20120519,M,Rome_Masters,SF
6028,20120608-M-Roland_Garros-F-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,118,49,94,46,94,46,2,816,20120608,M,Roland_Garros,F
6049,20120608-M-Roland_Garros-F-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,119,54,99,50,99,50,0,715,20120608,M,Roland_Garros,F
6070,20120706-M-Wimbledon-SF-Roger_Federer-Novak_Djokovic,Roger Federer,Total,115,39,83,37,77,37,1,482,20120706,M,Wimbledon,SF
6088,20120706-M-Wimbledon-SF-Roger_Federer-Novak_Djokovic,Novak Djokovic,Total,101,26,61,26,57,26,0,323,20120706,M,Wimbledon,SF
6106,20120708-M-Wimbledon-F-Roger_Federer-Andy_Murray,Roger Federer,Total,157,63,112,62,107,62,3,681,20120708,M,Wimbledon,F
6124,20120708-M-Wimbledon-F-Roger_Federer-Andy_Murray,Andy Murray,Total,131,43,101,40,99,40,1,611,20120708,M,Wimbledon,F
6142,20120725-M-Olympics-R32-Roger_Federer-Julien_Benneteau,Roger Federer,Total,54,26,36,22,36,22,3,182,20120725,M,Olympics,R32
6163,20120725-M-Olympics-R32-Roger_Federer-Julien_Benneteau,Julien Benneteau,Total,47,13,28,13,28,13,0,150,20120725,M,Olympics,R32
6184,20120731-M-Olympics-R32-Jarkko_Nieminen-Andy_Murray,Jarkko Nieminen,Total,47,10,34,10,28,10,0,139,20120731,M,Olympics,R32
6205,20120731-M-Olympics-R32-Jarkko_Nieminen-Andy_Murray,Andy Murray,Total,56,24,45,22,40,22,3,246,20120731,M,Olympics,R32
6226,20120731-M-Olympics-R32-Novak_Djokovic-Andy_Roddick,Novak Djokovic,Total,40,20,30,19,29,19,2,189,20120731,M,Olympics,R32
6247,20120731-M-Olympics-R32-Novak_Djokovic-Andy_Roddick,Andy Roddick,Total,43,10,25,10,23,10,0,123,20120731,M,Olympics,R32
6267,20120802-M-Olympics-QF-Novak_Djokovic-Jo_Wilfried_Tsonga,Novak Djokovic,Total,72,34,52,34,50,34,0,246,20120802,M,Olympics,QF
6288,20120802-M-Olympics-QF-Novak_Djokovic-Jo_Wilfried_Tsonga,Jo Wilfried Tsonga,Total,57,16,39,16,35,16,0,155,20120802,M,Olympics,QF
6309,20120803-M-Olympics-SF-Andy_Murray-Novak_Djokovic,Andy Murray,Total,65,22,49,21,49,21,1,344,20120803,M,Olympics,SF
6330,20120803-M-Olympics-SF-Andy_Murray-Novak_Djokovic,Novak Djokovic,Total,87,28,58,28,57,28,1,411,20120803,M,Olympics,SF
6351,20120804-M-Olympics-F-Andy_Murray-Roger_Federer,Andy Murray,Total,78,35,58,34,58,34,0,314,20120804,M,Olympics,F
6372,20120804-M-Olympics-F-Andy_Murray-Roger_Federer,Roger Federer,Total,87,25,63,24,59,24,0,359,20120804,M,Olympics,F
6393,20120806-M-Finland_F1-SF-Andres_Artunedo-Vladimir_Ivanov,Andres Artunedo,Total,19,3,16,3,14,3,0,102,20120806,M,Finland_F1,SF
6414,20120806-M-Finland_F1-SF-Andres_Artunedo-Vladimir_Ivanov,Vladimir Ivanov,Total,37,22,33,22,33,22,0,229,20120806,M,Finland_F1,SF
6435,20120818-M-Cincinnati_Masters-F-Novak_Djokovic-Roger_Federer,Novak Djokovic,Total,56,14,36,13,36,13,0,245,20120818,M,Cincinnati_Masters,F
6456,20120818-M-Cincinnati_Masters-F-Novak_Djokovic-Roger_Federer,Roger Federer,Total,61,25,40,20,40,20,1,223,20120818,M,Cincinnati_Masters,F
6477,20120820-M-Finland_F3-SF-Markus_Eriksson-Alexandre_Penaud,Markus Eriksson,Total,55,29,50,28,45,28,3,275,20120820,M,Finland_F3,SF
6498,20120820-M-Finland_F3-SF-Markus_Eriksson-Alexandre_Penaud,Alexandre Penaud,Total,61,26,53,24,51,24,0,385,20120820,M,Finland_F3,SF
6519,20120820-M-Finland_F3-SF-Vladimir_Ivanov-Alexander_Vasilenko,Vladimir Ivanov,Total,45,20,39,20,36,20,0,235,20120820,M,Finland_F3,SF
6540,20120820-M-Finland_F3-SF-Vladimir_Ivanov-Alexander_Vasilenko,Alexander Vasilenko,Total,49,12,34,12,32,12,0,181,20120820,M,Finland_F3,SF
6561,20120829-M-US_Open-R64-Ivan_Dodig-Andy_Murray,Ivan Dodig,Total,74,21,48,20,48,20,0,352,20120829,M,US_Open,R64
6582,20120829-M-US_Open-R64-Ivan_Dodig-Andy_Murray,Andy Murray,Total,71,33,58,31,58,31,1,452,20120829,M,US_Open,R64
6603,20120904-M-US_Open-QF-Novak_Djokovic-Juan_Martin_Del_Potro,Novak Djokovic,Total,119,50,84,47,82,47,3,624,20120904,M,US_Open,QF
6624,20120904-M-US_Open-QF-Novak_Djokovic-Juan_Martin_Del_Potro,Juan Martin Del Potro,Total,88,25,64,23,63,23,1,477,20120904,M,US_Open,QF
6645,20120909-M-US_Open-F-Novak_Djokovic-Andy_Murray,Novak Djokovic,Total,141,61,102,57,102,57,1,894,20120909,M,US_Open,F
6666,20120909-M-US_Open-F-Novak_Djokovic-Andy_Murray,Andy Murray,Total,161,73,129,68,129,68,0,1185,20120909,M,US_Open,F
6687,20121008-M-Shanghai_Masters-R32-Novak_Djokovic-Grigor_Dimitrov,Novak Djokovic,Total,46,20,35,17,35,17,1,229,20121008,M,Shanghai_Masters,R32
6708,20121008-M-Shanghai_Masters-R32-Novak_Djokovic-Grigor_Dimitrov,Grigor Dimitrov,Total,41,5,21,5,20,5,0,116,20121008,M,Shanghai_Masters,R32
6729,20121011-M-Shanghai_Masters-R16-Alexandr_Dolgopolov-Andy_Murray,Alexandr Dolgopolov,Total,40,10,30,10,24,10,0,152,20121011,M,Shanghai_Masters,R16
6750,20121011-M-Shanghai_Masters-R16-Alexandr_Dolgopolov-Andy_Murray,Andy Murray,Total,48,24,35,20,32,20,0,224,20121011,M,Shanghai_Masters,R16
6771,20121029-M-Paris_Masters-F-David_Ferrer-Jerzy_Janowicz,David Ferrer,Total,57,23,32,17,31,17,0,152,20121029,M,Paris_Masters,F
6792,20121029-M-Paris_Masters-F-David_Ferrer-Jerzy_Janowicz,Jerzy Janowicz,Total,66,19,51,17,44,17,1,273,20121029,M,Paris_Masters,F
6813,20121029-M-Paris_Masters-R16-Michael_Llodra-Juan_Martin_Del_Potro,Michael Llodra,Total,51,19,33,18,33,18,1,189,20121029,M,Paris_Masters,R16
6834,20121029-M-Paris_Masters-R16-Michael_Llodra-Juan_Martin_Del_Potro,Juan Martin Del Potro,Total,50,10,27,9,26,9,2,119,20121029,M,Paris_Masters,R16
6855,20121102-M-Paris_Masters-QF-David_Ferrer-Jo_Wilfried_Tsonga,David Ferrer,Total,53,20,39,20,38,20,1,183,20121102,M,Paris_Masters,QF
6876,20121102-M-Paris_Masters-QF-David_Ferrer-Jo_Wilfried_Tsonga,Jo Wilfried Tsonga,Total,56,15,48,12,32,12,0,230,20121102,M,Paris_Masters,QF
6897,20121112-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,Roger Federer,Total,98,41,77,39,75,39,0,511,20121112,M,Tour_Finals,F
6915,20121112-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,Novak Djokovic,Total,93,39,69,37,69,37,0,462,20121112,M,Tour_Finals,F
6933,20130102-M-Brisbane-R16-Jarkko_Nieminen-Alexandr_Dolgopolov,Jarkko Nieminen,Total,36,9,25,9,20,9,1,133,20130102,M,Brisbane,R16
6954,20130102-M-Brisbane-R16-Jarkko_Nieminen-Alexandr_Dolgopolov,Alexandr Dolgopolov,Total,43,24,39,23,37,23,0,258,20130102,M,Brisbane,R16
6975,20130108-M-Sydney-R32-Bernard_Tomic-Marinko_Matosevic,Bernard Tomic,Total,64,25,41,21,41,21,0,239,20130108,M,Sydney,R32
6996,20130108-M-Sydney-R32-Bernard_Tomic-Marinko_Matosevic,Marinko Matosevic,Total,54,12,28,11,27,11,0,173,20130108,M,Sydney,R32
7017,20130109-M-Sydney-R16-Bernard_Tomic-Florian_Mayer,Bernard Tomic,Total,71,26,47,26,46,26,1,310,20130109,M,Sydney,R16
