,match_id,player,row,returnable,shallow,deep,very_deep,unforced,err_net,err_deep,err_wide,err_wide_deep,tourney_date,sm,tourney_name,sm2
26174,19920607-M-Roland_Garros-F-Jim_Courier-Petr_Korda,Jim Courier,Total,51,11,38,7,2,0,2,0,0,19920607,M,Roland_Garros,F
26192,19920607-M-Roland_Garros-F-Jim_Courier-Petr_Korda,Petr Korda,Total,44,10,33,3,1,1,0,0,0,19920607,M,Roland_Garros,F
26210,20000611-M-Roland_Garros-F-Magnus_Norman-Gustavo_Kuerten,Magnus Norman,Total,108,20,83,4,5,2,2,1,0,20000611,M,Roland_Garros,F
26228,20000611-M-Roland_Garros-F-Magnus_Norman-Gustavo_Kuerten,Gustavo Kuerten,Total,131,42,87,6,2,1,0,1,0,20000611,M,Roland_Garros,F
26246,20010610-M-Roland_Garros-F-Alex_Corretja-Gustavo_Kuerten,Alex Corretja,Total,95,20,71,11,4,2,0,2,0,20010610,M,Roland_Garros,F
26264,20010610-M-Roland_Garros-F-Alex_Corretja-Gustavo_Kuerten,Gustavo Kuerten,Total,104,23,81,6,1,1,0,0,0,20010610,M,Roland_Garros,F
26282,20160708-M-Wimbledon-SF-Andy_Murray-Tomas_Berdych,Andy Murray,Total,56,12,42,15,0,0,0,0,0,20160708,M,Wimbledon,SF
26300,20160708-M-Wimbledon-SF-Andy_Murray-Tomas_Berdych,Tomas Berdych,Total,60,14,46,22,0,0,0,0,0,20160708,M,Wimbledon,SF
26318,20160708-M-Wimbledon-SF-Milos_Raonic-Roger_Federer,Milos Raonic,Total,95,23,60,26,0,0,0,0,0,20160708,M,Wimbledon,SF
26336,20160708-M-Wimbledon-SF-Milos_Raonic-Roger_Federer,Roger Federer,Total,85,20,58,29,0,0,0,0,0,20160708,M,Wimbledon,SF
26354,19940605-M-Roland_Garros-F-Sergi_Bruguera-Alberto_Berasategui,Sergi Bruguera,Total,111,32,78,4,0,0,0,0,0,19940605,M,Roland_Garros,F
26371,19940605-M-Roland_Garros-F-Sergi_Bruguera-Alberto_Berasategui,Alberto Berasategui,Total,93,26,64,9,3,0,1,2,0,19940605,M,Roland_Garros,F
26388,20160119-M-Australian_Open-R128-Rafael_Nadal-Fernando_Verdasco,Rafael Nadal,Total,119,44,75,27,0,0,0,0,0,20160119,M,Australian_Open,R128
26406,20160119-M-Australian_Open-R128-Rafael_Nadal-Fernando_Verdasco,Fernando Verdasco,Total,111,18,92,48,1,0,1,0,0,20160119,M,Australian_Open,R128
26424,20150123-M-Australian_Open-R32-Fernando_Verdasco-Novak_Djokovic,Fernando Verdasco,Total,60,21,38,16,1,0,0,1,0,20150123,M,Australian_Open,R32
26442,20150123-M-Australian_Open-R32-Fernando_Verdasco-Novak_Djokovic,Novak Djokovic,Total,76,18,58,26,0,0,0,0,0,20150123,M,Australian_Open,R32
26460,20160710-M-Wimbledon-F-Milos_Raonic-Andy_Murray,Milos Raonic,Total,73,20,47,5,6,1,4,1,0,20160710,M,Wimbledon,F
26478,20160710-M-Wimbledon-F-Milos_Raonic-Andy_Murray,Andy Murray,Total,85,37,47,7,1,0,1,0,0,20160710,M,Wimbledon,F
26496,20050908-M-US_Open-QF-Andre_Agassi-James_Blake,Andre Agassi,Total,105,18,84,37,3,1,1,1,0,20050908,M,US_Open,QF
26514,20050908-M-US_Open-QF-Andre_Agassi-James_Blake,James Blake,Total,109,18,91,40,0,0,0,0,0,20050908,M,US_Open,QF
26532,20150503-M-Estoril-F-Richard_Gasquet-Nick_Kyrgios,Richard Gasquet,Total,36,13,23,9,0,0,0,0,0,20150503,M,Estoril,F
26550,20150503-M-Estoril-F-Richard_Gasquet-Nick_Kyrgios,Nick Kyrgios,Total,37,8,29,10,0,0,0,0,0,20150503,M,Estoril,F
26568,20160716-M-Hamburg-SF-Pablo_Cuevas-Renzo_Olivo,Pablo Cuevas,Total,55,15,38,19,0,0,0,0,0,20160716,M,Hamburg,SF
26586,20160716-M-Hamburg-SF-Pablo_Cuevas-Renzo_Olivo,Renzo Olivo,Total,52,7,39,13,1,0,0,1,0,20160716,M,Hamburg,SF
26604,20160716-M-Hamburg-SF-Martin_Klizan-Stephane_Robert,Martin Klizan,Total,49,14,35,16,0,0,0,0,0,20160716,M,Hamburg,SF
26622,20160716-M-Hamburg-SF-Martin_Klizan-Stephane_Robert,Stephane Robert,Total,41,9,32,12,0,0,0,0,0,20160716,M,Hamburg,SF
26640,20110120-M-Australian_Open-R64-Gilles_Simon-Roger_Federer,Gilles Simon,Total,90,22,68,23,0,0,0,0,0,20110120,M,Australian_Open,R64
26658,20110120-M-Australian_Open-R64-Gilles_Simon-Roger_Federer,Roger Federer,Total,121,16,103,32,2,0,2,0,0,20110120,M,Australian_Open,R64
26676,19910609-M-Roland_Garros-F-Andre_Agassi-Jim_Courier,Andre Agassi,Total,118,21,89,14,8,2,5,1,0,19910609,M,Roland_Garros,F
26694,19910609-M-Roland_Garros-F-Andre_Agassi-Jim_Courier,Jim Courier,Total,116,41,70,3,5,2,2,1,0,19910609,M,Roland_Garros,F
26712,20111127-M-Tour_Finals-F-Roger_Federer-Jo_Wilfried_Tsonga,Roger Federer,Total,69,19,41,6,9,4,2,1,2,20111127,M,Tour_Finals,F
26730,20111127-M-Tour_Finals-F-Roger_Federer-Jo_Wilfried_Tsonga,Jo Wilfried Tsonga,Total,68,11,47,6,10,3,3,4,0,20111127,M,Tour_Finals,F
26748,20101128-M-Tour_Finals-F-Roger_Federer-Rafael_Nadal,Roger Federer,Total,52,7,39,4,6,2,3,1,0,20101128,M,Tour_Finals,F
26765,20101128-M-Tour_Finals-F-Roger_Federer-Rafael_Nadal,Rafael Nadal,Total,41,15,24,2,2,0,1,1,0,20101128,M,Tour_Finals,F
26783,20100108-M-Doha-SF-Roger_Federer-Nikolay_Davydenko,Roger Federer,Total,40,15,25,8,0,0,0,0,0,20100108,M,Doha,SF
26801,20100108-M-Doha-SF-Roger_Federer-Nikolay_Davydenko,Nikolay Davydenko,Total,42,11,31,8,0,0,0,0,0,20100108,M,Doha,SF
26819,20160731-M-Astana_CH-F-Evgeny_Donskoy-Konstantin_Kravchuk,Evgeny Donskoy,Total,31,10,21,7,0,0,0,0,0,20160731,M,Astana_CH,F
26837,20160731-M-Astana_CH-F-Evgeny_Donskoy-Konstantin_Kravchuk,Konstantin Kravchuk,Total,33,7,26,13,0,0,0,0,0,20160731,M,Astana_CH,F
26855,20160126-M-Australian_Open-QF-Roger_Federer-Tomas_Berdych,Roger Federer,Total,76,12,59,10,5,3,2,0,0,20160126,M,Australian_Open,QF
26873,20160126-M-Australian_Open-QF-Roger_Federer-Tomas_Berdych,Tomas Berdych,Total,55,13,40,7,2,1,1,0,0,20160126,M,Australian_Open,QF
26891,20031116-M-Masters_Cup-F-Roger_Federer-Andre_Agassi,Roger Federer,Total,61,12,45,3,4,1,0,2,0,20031116,M,Masters_Cup,F
26909,20031116-M-Masters_Cup-F-Roger_Federer-Andre_Agassi,Andre Agassi,Total,46,11,29,2,6,1,4,1,0,20031116,M,Masters_Cup,F
26927,20070905-M-US_Open-QF-Roger_Federer-Andy_Roddick,Roger Federer,Total,61,18,42,9,1,1,0,0,0,20070905,M,US_Open,QF
26945,20070905-M-US_Open-QF-Roger_Federer-Andy_Roddick,Andy Roddick,Total,69,14,49,9,6,1,4,1,0,20070905,M,US_Open,QF
26963,20061119-M-Masters_Cup-F-Roger_Federer-James_Blake,Roger Federer,Total,62,12,48,3,2,0,1,1,0,20061119,M,Masters_Cup,F
26981,20061119-M-Masters_Cup-F-Roger_Federer-James_Blake,James Blake,Total,55,12,40,8,2,1,0,1,0,20061119,M,Masters_Cup,F
26999,20160729-M-Scheveningen_CH-QF-Alexey_Vatutin-Robin_Haase,Alexey Vatutin,Total,20,5,15,2,0,0,0,0,0,20160729,M,Scheveningen_CH,QF
27014,20160729-M-Scheveningen_CH-QF-Alexey_Vatutin-Robin_Haase,Robin Haase,Total,33,8,25,9,0,0,0,0,0,20160729,M,Scheveningen_CH,QF
27032,20160718-M-Washington-R64-Dudi_Sela-Taylor_Fritz,Dudi Sela,Total,46,12,33,15,0,0,0,0,0,20160718,M,Washington,R64
27050,20160718-M-Washington-R64-Dudi_Sela-Taylor_Fritz,Taylor Fritz,Total,35,2,30,17,0,0,0,0,0,20160718,M,Washington,R64
27068,20071118-M-Masters_Cup-F-David_Ferrer-Roger_Federer,David Ferrer,Total,47,11,33,4,3,2,1,0,0,20071118,M,Masters_Cup,F
27086,20071118-M-Masters_Cup-F-David_Ferrer-Roger_Federer,Roger Federer,Total,69,13,54,9,2,0,2,0,0,20071118,M,Masters_Cup,F
27104,20110815-M-Cincinnati_Masters-R32-Roger_Federer-Juan_Martin_Del_Potro,Roger Federer,Total,53,15,38,9,0,0,0,0,0,20110815,M,Cincinnati_Masters,R32
27122,20110815-M-Cincinnati_Masters-R32-Roger_Federer-Juan_Martin_Del_Potro,Juan Martin Del Potro,Total,34,7,27,10,0,0,0,0,0,20110815,M,Cincinnati_Masters,R32
27140,20121011-M-Shanghai_Masters-QF-Marin_Cilic-Roger_Federer,Marin Cilic,Total,38,14,24,9,0,0,0,0,0,20121011,M,Shanghai_Masters,QF
27158,20121011-M-Shanghai_Masters-QF-Marin_Cilic-Roger_Federer,Roger Federer,Total,57,11,46,21,0,0,0,0,0,20121011,M,Shanghai_Masters,QF
27176,20010204-M-Milan-F-Julien_Boutter-Roger_Federer,Julien Boutter,Total,75,18,49,8,8,4,3,1,0,20010204,M,Milan,F
27194,20010204-M-Milan-F-Julien_Boutter-Roger_Federer,Roger Federer,Total,65,11,45,7,9,7,0,2,0,20010204,M,Milan,F
27212,20160706-M-Wimbledon-QF-Marin_Cilic-Roger_Federer,Marin Cilic,Total,99,20,73,9,6,4,1,0,1,20160706,M,Wimbledon,QF
27230,20160706-M-Wimbledon-QF-Marin_Cilic-Roger_Federer,Roger Federer,Total,101,24,67,11,10,5,3,2,0,20160706,M,Wimbledon,QF
27248,20041003-M-Bangkok-F-Andy_Roddick-Roger_Federer,Andy Roddick,Total,33,7,22,1,4,1,2,1,0,20041003,M,Bangkok,F
27266,20041003-M-Bangkok-F-Andy_Roddick-Roger_Federer,Roger Federer,Total,38,9,26,4,3,2,1,0,0,20041003,M,Bangkok,F
27284,20090517-M-Madrid_Masters-F-Rafael_Nadal-Roger_Federer,Rafael Nadal,Total,50,23,22,4,5,2,1,2,0,20090517,M,Madrid_Masters,F
27302,20090517-M-Madrid_Masters-F-Rafael_Nadal-Roger_Federer,Roger Federer,Total,40,5,34,6,1,1,0,0,0,20090517,M,Madrid_Masters,F
27320,20080420-M-Estoril-F-Nikolay_Davydenko-Roger_Federer,Nikolay Davydenko,Total,48,15,33,5,0,0,0,0,0,20080420,M,Estoril,F
27338,20080420-M-Estoril-F-Nikolay_Davydenko-Roger_Federer,Roger Federer,Total,44,9,34,4,0,0,0,0,0,20080420,M,Estoril,F
27356,20061008-M-Tokyo-F-Roger_Federer-Tim_Henman,Roger Federer,Total,35,11,22,5,2,0,1,1,0,20061008,M,Tokyo,F
27374,20061008-M-Tokyo-F-Roger_Federer-Tim_Henman,Tim Henman,Total,29,6,17,1,6,2,1,2,1,20061008,M,Tokyo,F
27392,20110108-M-Doha-F-Roger_Federer-Nikolay_Davydenko,Roger Federer,Total,40,5,34,3,1,0,1,0,0,20110108,M,Doha,F
27410,20110108-M-Doha-F-Roger_Federer-Nikolay_Davydenko,Nikolay Davydenko,Total,37,17,17,4,3,1,2,0,0,20110108,M,Doha,F
27428,20070810-M-Canada_Masters-SF-Roger_Federer-Radek_Stepanek,Roger Federer,Total,48,35,13,4,0,0,0,0,0,20070810,M,Canada_Masters,SF
27446,20070810-M-Canada_Masters-SF-Roger_Federer-Radek_Stepanek,Radek Stepanek,Total,34,9,25,8,0,0,0,0,0,20070810,M,Canada_Masters,SF
27464,20101010-M-Tokyo-F-Rafael_Nadal-Gael_Monfils,Rafael Nadal,Total,30,9,21,5,0,0,0,0,0,20101010,M,Tokyo,F
27482,20101010-M-Tokyo-F-Rafael_Nadal-Gael_Monfils,Gael Monfils,Total,35,9,25,7,1,0,1,0,0,20101010,M,Tokyo,F
27500,19821213-M-Australian_Open-F-Steve_Denton-Johan_Kriek,Steve Denton,Total,63,24,27,5,12,7,2,3,0,19821213,M,Australian_Open,F
27518,19821213-M-Australian_Open-F-Steve_Denton-Johan_Kriek,Johan Kriek,Total,47,19,25,2,3,3,0,0,0,19821213,M,Australian_Open,F
27536,20030615-M-Halle-F-Roger_Federer-Nicolas_Kiefer,Roger Federer,Total,40,17,20,5,3,0,0,2,0,20030615,M,Halle,F
27554,20030615-M-Halle-F-Roger_Federer-Nicolas_Kiefer,Nicolas Kiefer,Total,32,16,14,1,2,2,0,0,0,20030615,M,Halle,F
27572,20040314-M-Indian_Wells_Masters-F-Roger_Federer-Tim_Henman,Roger Federer,Total,34,10,20,3,4,3,0,1,0,20040314,M,Indian_Wells_Masters,F
27590,20040314-M-Indian_Wells_Masters-F-Roger_Federer-Tim_Henman,Tim Henman,Total,29,4,21,4,4,1,3,0,0,20040314,M,Indian_Wells_Masters,F
27608,20130105-M-Brisbane-SF-Kei_Nishikori-Andy_Murray,Kei Nishikori,Total,18,0,0,0,3,0,1,2,0,20130105,M,Brisbane,SF
27625,20130105-M-Brisbane-SF-Kei_Nishikori-Andy_Murray,Andy Murray,Total,31,0,0,0,0,0,0,0,0,20130105,M,Brisbane,SF
27643,19810104-M-Australian_Open-F-Kim_Warwick-Brian_Teacher,Kim Warwick,Total,76,55,13,0,8,4,1,3,0,19810104,M,Australian_Open,F
27661,19810104-M-Australian_Open-F-Kim_Warwick-Brian_Teacher,Brian Teacher,Total,80,39,34,2,7,3,3,1,0,19810104,M,Australian_Open,F
27679,19850609-M-Roland_Garros-F-Mats_Wilander-Ivan_Lendl,Mats Wilander,Total,95,34,58,8,3,2,0,1,0,19850609,M,Roland_Garros,F
27697,19850609-M-Roland_Garros-F-Mats_Wilander-Ivan_Lendl,Ivan Lendl,Total,101,28,67,9,6,1,5,0,0,19850609,M,Roland_Garros,F
27715,20051002-M-Bangkok-F-Roger_Federer-Andy_Murray,Roger Federer,Total,56,13,38,3,4,3,0,1,0,20051002,M,Bangkok,F
27733,20051002-M-Bangkok-F-Roger_Federer-Andy_Murray,Andy Murray,Total,52,10,40,5,2,1,0,1,0,20051002,M,Bangkok,F
27751,20050108-M-Doha-F-Roger_Federer-Ivan_Ljubicic,Roger Federer,Total,42,6,34,4,2,1,1,0,0,20050108,M,Doha,F
27769,20050108-M-Doha-F-Roger_Federer-Ivan_Ljubicic,Ivan Ljubicic,Total,32,7,21,3,4,1,1,1,1,20050108,M,Doha,F
27787,19870125-M-Australian_Open-F-Stefan_Edberg-Pat_Cash,Stefan Edberg,Total,116,70,40,2,6,4,0,1,1,19870125,M,Australian_Open,F
27805,19870125-M-Australian_Open-F-Stefan_Edberg-Pat_Cash,Pat Cash,Total,113,66,43,1,4,4,0,0,0,19870125,M,Australian_Open,F
27822,20020113-M-Sydney-F-Roger_Federer-Juan_Ignacio_Chela,Roger Federer,Total,32,4,27,4,1,1,0,0,0,20020113,M,Sydney,F
27840,20020113-M-Sydney-F-Roger_Federer-Juan_Ignacio_Chela,Juan Ignacio Chela,Total,32,14,16,6,2,0,1,1,0,20020113,M,Sydney,F
27858,20050821-M-Cincinnati_Masters-F-Andy_Roddick-Roger_Federer,Andy Roddick,Total,31,8,20,4,3,1,1,1,0,20050821,M,Cincinnati_Masters,F
27876,20050821-M-Cincinnati_Masters-F-Andy_Roddick-Roger_Federer,Roger Federer,Total,38,17,20,2,1,0,1,0,0,20050821,M,Cincinnati_Masters,F
27894,20080615-M-Halle-F-Roger_Federer-Philipp_Kohlschreiber,Roger Federer,Total,45,11,32,3,2,0,1,1,0,20080615,M,Halle,F
27912,20080615-M-Halle-F-Roger_Federer-Philipp_Kohlschreiber,Philipp Kohlschreiber,Total,31,8,19,4,4,1,1,2,0,20080615,M,Halle,F
27930,20140109-M-Sydney-QF-Juan_Martin_Del_Potro-Radek_Stepanek,Juan Martin Del Potro,Total,65,12,53,22,0,0,0,0,0,20140109,M,Sydney,QF
27948,20140109-M-Sydney-QF-Juan_Martin_Del_Potro-Radek_Stepanek,Radek Stepanek,Total,60,11,46,17,3,0,2,1,0,20140109,M,Sydney,QF
27966,20160908-M-US_Open-QF-Juan_Martin_Del_Potro-Stan_Wawrinka,Juan Martin Del Potro,Total,90,14,74,35,2,1,0,1,0,20160908,M,US_Open,QF
27984,20160908-M-US_Open-QF-Juan_Martin_Del_Potro-Stan_Wawrinka,Stan Wawrinka,Total,86,23,63,32,0,0,0,0,0,20160908,M,US_Open,QF
28002,20160906-M-US_Open-QF-Lucas_Pouille-Gael_Monfils,Lucas Pouille,Total,48,10,38,12,0,0,0,0,0,20160906,M,US_Open,QF
28020,20160906-M-US_Open-QF-Lucas_Pouille-Gael_Monfils,Gael Monfils,Total,62,12,43,13,0,0,0,0,0,20160906,M,US_Open,QF
28038,20111106-M-Basel-F-Kei_Nishikori-Roger_Federer,Kei Nishikori,Total,27,7,17,6,2,1,1,0,0,20111106,M,Basel,F
28056,20111106-M-Basel-F-Kei_Nishikori-Roger_Federer,Roger Federer,Total,51,7,41,24,4,2,1,0,0,20111106,M,Basel,F
28074,20081026-M-Basel-F-Roger_Federer-David_Nalbandian,Roger Federer,Total,46,5,41,6,0,0,0,0,0,20081026,M,Basel,F
28092,20081026-M-Basel-F-Roger_Federer-David_Nalbandian,David Nalbandian,Total,24,5,19,1,0,0,0,0,0,20081026,M,Basel,F
28110,20050226-M-Acapulco-F-Rafael_Nadal-Albert_Montanes,Rafael Nadal,Total,34,7,26,13,0,0,0,0,0,20050226,M,Acapulco,F
28127,20050226-M-Acapulco-F-Rafael_Nadal-Albert_Montanes,Albert Montanes,Total,23,6,16,9,0,0,0,0,0,20050226,M,Acapulco,F
28145,20111113-M-Paris_Masters-F-Roger_Federer-Jo_Wilfried_Tsonga,Roger Federer,Total,38,8,24,4,6,2,2,1,0,20111113,M,Paris_Masters,F
28163,20111113-M-Paris_Masters-F-Roger_Federer-Jo_Wilfried_Tsonga,Jo Wilfried Tsonga,Total,50,13,34,4,3,0,2,1,0,20111113,M,Paris_Masters,F
28181,20160911-M-US_Open-F-Novak_Djokovic-Stan_Wawrinka,Novak Djokovic,Total,129,27,96,19,6,0,3,3,0,20160911,M,US_Open,F
28199,20160911-M-US_Open-F-Novak_Djokovic-Stan_Wawrinka,Stan Wawrinka,Total,91,23,61,8,8,1,7,0,0,20160911,M,US_Open,F
28217,20010906-M-US_Open-QF-Pete_Sampras-Andre_Agassi,Pete Sampras,Total,128,21,98,38,8,3,2,2,0,20010906,M,US_Open,QF
28235,20010906-M-US_Open-QF-Pete_Sampras-Andre_Agassi,Andre Agassi,Total,86,22,11,0,0,0,0,0,0,20010906,M,US_Open,QF
28253,20060509-M-Rome_Masters-R64-Carlos_Moya-Rafael_Nadal,Carlos Moya,Total,62,20,36,11,6,1,2,2,0,20060509,M,Rome_Masters,R64
28271,20060509-M-Rome_Masters-R64-Carlos_Moya-Rafael_Nadal,Rafael Nadal,Total,66,18,47,17,1,0,0,1,0,20060509,M,Rome_Masters,R64
28289,20160123-M-Australian_Open-R32-Stan_Wawrinka-Lukas_Rosol,Stan Wawrinka,Total,61,0,0,0,0,0,0,0,0,20160123,M,Australian_Open,R32
28307,20160123-M-Australian_Open-R32-Stan_Wawrinka-Lukas_Rosol,Lukas Rosol,Total,51,0,0,0,2,1,1,0,0,20160123,M,Australian_Open,R32
28325,19890611-M-Roland_Garros-F-Michael_Chang-Stefan_Edberg,Michael Chang,Total,105,45,54,3,6,4,2,0,0,19890611,M,Roland_Garros,F
28343,19890611-M-Roland_Garros-F-Michael_Chang-Stefan_Edberg,Stefan Edberg,Total,162,31,127,23,4,0,2,1,1,19890611,M,Roland_Garros,F
28361,20120121-M-Australian_Open-R32-Michael_Llodra-Andy_Murray,Michael Llodra,Total,63,11,44,21,8,5,3,0,0,20120121,M,Australian_Open,R32
28379,20120121-M-Australian_Open-R32-Michael_Llodra-Andy_Murray,Andy Murray,Total,57,17,40,11,0,0,0,0,0,20120121,M,Australian_Open,R32
28397,20040801-M-Canada_Masters-F-Roger_Federer-Andy_Roddick,Roger Federer,Total,56,14,41,9,1,0,0,1,0,20040801,M,Canada_Masters,F
28415,20040801-M-Canada_Masters-F-Roger_Federer-Andy_Roddick,Andy Roddick,Total,41,10,30,5,1,1,0,0,0,20040801,M,Canada_Masters,F
28433,19850825-M-Cincinnati-F-Mats_Wilander-Boris_Becker,Mats Wilander,Total,29,4,18,8,2,1,1,0,0,19850825,M,Cincinnati,F
28451,19850825-M-Cincinnati-F-Mats_Wilander-Boris_Becker,Boris Becker,Total,36,9,23,11,2,0,1,1,0,19850825,M,Cincinnati,F
28469,20050815-M-Canada_Masters-F-Rafael_Nadal-Andre_Agassi,Rafael Nadal,Total,53,17,31,11,3,1,0,2,0,20050815,M,Canada_Masters,F
28487,20050815-M-Canada_Masters-F-Rafael_Nadal-Andre_Agassi,Andre Agassi,Total,63,10,48,16,5,3,1,1,0,20050815,M,Canada_Masters,F
28505,20101017-M-Shanghai_Masters-F-Roger_Federer-Andy_Murray,Roger Federer,Total,39,10,28,5,1,0,0,1,0,20101017,M,Shanghai_Masters,F
28522,20101017-M-Shanghai_Masters-F-Roger_Federer-Andy_Murray,Andy Murray,Total,53,13,38,6,2,1,1,0,0,20101017,M,Shanghai_Masters,F
28540,20161016-M-Shanghai_Masters-F-Roberto_Bautista_Agut-Andy_Murray,Roberto Bautista Agut,Total,44,8,35,4,1,0,0,1,0,20161016,M,Shanghai_Masters,F
28558,20161016-M-Shanghai_Masters-F-Roberto_Bautista_Agut-Andy_Murray,Andy Murray,Total,42,8,34,5,0,0,0,0,0,20161016,M,Shanghai_Masters,F
28576,20030330-M-Miami_Masters-F-Andre_Agassi-Carlos_Moya,Andre Agassi,Total,42,8,32,11,2,1,0,1,0,20030330,M,Miami_Masters,F
28594,20030330-M-Miami_Masters-F-Andre_Agassi-Carlos_Moya,Carlos Moya,Total,35,8,23,10,4,2,1,0,1,20030330,M,Miami_Masters,F
28612,20110821-M-Cincinnati_Masters-F-Novak_Djokovic-Andy_Murray,Novak Djokovic,Total,25,3,21,8,1,1,0,0,0,20110821,M,Cincinnati_Masters,F
28629,20110821-M-Cincinnati_Masters-F-Novak_Djokovic-Andy_Murray,Andy Murray,Total,44,11,33,13,0,0,0,0,0,20110821,M,Cincinnati_Masters,F
28647,20161101-M-Charlottesville_CH-R32-Denis_Kudla-Tommy_Paul,Denis Kudla,Total,36,6,29,10,1,1,0,0,0,20161101,M,Charlottesville_CH,R32
28665,20161101-M-Charlottesville_CH-R32-Denis_Kudla-Tommy_Paul,Tommy Paul,Total,23,7,16,9,0,0,0,0,0,20161101,M,Charlottesville_CH,R32
28683,20161101-M-Charlottesville_CH-R32-Peter_Polansky-Noah_Rubin,Peter Polansky,Total,34,14,20,4,0,0,0,0,0,20161101,M,Charlottesville_CH,R32
28701,20161101-M-Charlottesville_CH-R32-Peter_Polansky-Noah_Rubin,Noah Rubin,Total,27,6,21,10,0,0,0,0,0,20161101,M,Charlottesville_CH,R32
28719,20160804-M-Granby_CH-R16-Gregoire_Barrere-Denis_Shapovalov,Gregoire Barrere,Total,23,6,17,6,0,0,0,0,0,20160804,M,Granby_CH,R16
28737,20160804-M-Granby_CH-R16-Gregoire_Barrere-Denis_Shapovalov,Denis Shapovalov,Total,35,5,30,16,0,0,0,0,0,20160804,M,Granby_CH,R16
28755,20160413-M-Monte_Carlo_Masters-R32-Rafael_Nadal-Aljaz_Bedene,Rafael Nadal,Total,38,11,26,10,1,1,0,0,0,20160413,M,Monte_Carlo_Masters,R32
28773,20160413-M-Monte_Carlo_Masters-R32-Rafael_Nadal-Aljaz_Bedene,Aljaz Bedene,Total,46,5,40,15,1,1,0,0,0,20160413,M,Monte_Carlo_Masters,R32
28791,20160730-M-Canada_Masters-SF-Novak_Djokovic-Gael_Monfils,Novak Djokovic,Total,39,7,32,14,0,0,0,0,0,20160730,M,Canada_Masters,SF
28808,20160730-M-Canada_Masters-SF-Novak_Djokovic-Gael_Monfils,Gael Monfils,Total,38,9,29,9,0,0,0,0,0,20160730,M,Canada_Masters,SF
28826,20161106-M-Paris_Masters-F-Andy_Murray-John_Isner,Andy Murray,Total,51,34,17,4,0,0,0,0,0,20161106,M,Paris_Masters,F
28844,20161106-M-Paris_Masters-F-Andy_Murray-John_Isner,John Isner,Total,68,9,55,9,4,0,3,0,1,20161106,M,Paris_Masters,F
28862,19881202-M-Masters_Cup-F-Boris_Becker-Ivan_Lendl,Boris Becker,Total,122,24,97,40,1,0,1,0,0,19881202,M,Masters_Cup,F
28880,19881202-M-Masters_Cup-F-Boris_Becker-Ivan_Lendl,Ivan Lendl,Total,109,49,58,21,2,2,0,0,0,19881202,M,Masters_Cup,F
28898,20140101-M-Brisbane-R16-Matthew_Ebden-Kei_Nishikori,Matthew Ebden,Total,31,0,0,0,0,0,0,0,0,20140101,M,Brisbane,R16
28916,20140101-M-Brisbane-R16-Matthew_Ebden-Kei_Nishikori,Kei Nishikori,Total,25,0,0,0,0,0,0,0,0,20140101,M,Brisbane,R16
28934,20160108-M-Brisbane-QF-Roger_Federer-Grigor_Dimitrov,Roger Federer,Total,71,0,0,0,1,0,1,0,0,20160108,M,Brisbane,QF
28952,20160108-M-Brisbane-QF-Roger_Federer-Grigor_Dimitrov,Grigor Dimitrov,Total,50,0,0,0,0,0,0,0,0,20160108,M,Brisbane,QF
28970,20140101-M-Brisbane-R16-Jarkko_Nieminen-Roger_Federer,Jarkko Nieminen,Total,33,0,0,0,0,0,0,0,0,20140101,M,Brisbane,R16
28988,20140101-M-Brisbane-R16-Jarkko_Nieminen-Roger_Federer,Roger Federer,Total,44,0,0,0,1,0,0,1,0,20140101,M,Brisbane,R16
29006,20161126-M-Andria_CH-SF-Egor_Gerasimov-Matteo_Berrettini,Egor Gerasimov,Total,40,17,23,8,0,0,0,0,0,20161126,M,Andria_CH,SF
29024,20161126-M-Andria_CH-SF-Egor_Gerasimov-Matteo_Berrettini,Matteo Berrettini,Total,29,9,20,10,0,0,0,0,0,20161126,M,Andria_CH,SF
29042,20040613-M-Halle-F-Roger_Federer-Mardy_Fish,Roger Federer,Total,48,12,34,1,2,1,1,0,0,20040613,M,Halle,F
29060,20040613-M-Halle-F-Roger_Federer-Mardy_Fish,Mardy Fish,Total,29,5,23,4,1,0,1,0,0,20040613,M,Halle,F
29078,20060813-M-Canada_Masters-F-Roger_Federer-Richard_Gasquet,Roger Federer,Total,64,10,52,6,2,1,1,0,0,20060813,M,Canada_Masters,F
29096,20060813-M-Canada_Masters-F-Roger_Federer-Richard_Gasquet,Richard Gasquet,Total,69,20,47,5,2,0,1,1,0,20060813,M,Canada_Masters,F
29114,20070819-M-Cincinnati_Masters-F-Roger_Federer-James_Blake,Roger Federer,Total,35,11,23,2,1,1,0,0,0,20070819,M,Cincinnati_Masters,F
29132,20070819-M-Cincinnati_Masters-F-Roger_Federer-James_Blake,James Blake,Total,40,6,32,8,2,1,1,0,0,20070819,M,Cincinnati_Masters,F
29150,20090531-M-Roland_Garros-R16-Robin_Soderling-Rafael_Nadal,Robin Soderling,Total,108,23,83,40,3,1,1,1,0,20090531,M,Roland_Garros,R16
29168,20090531-M-Roland_Garros-R16-Robin_Soderling-Rafael_Nadal,Rafael Nadal,Total,122,43,73,26,5,3,1,0,0,20090531,M,Roland_Garros,R16
29186,20150813-M-Canada_Masters-R16-Novak_Djokovic-Jack_Sock,Novak Djokovic,Total,31,11,19,6,1,0,1,0,0,20150813,M,Canada_Masters,R16
